filename,has_roots,original_image,patch_number,root_percentage
0000_95.png,1,0000.png,95,0.067138671875
0000_96.png,1,0000.png,96,19.68231201171875
0000_97.png,1,0000.png,97,5.31005859375
0000_98.png,0,0000.png,98,0.0
0000_99.png,1,0000.png,99,1.7425537109375
0000_100.png,0,0000.png,100,0.0
0000_101.png,1,0000.png,101,0.9429931640625
0000_102.png,1,0000.png,102,0.72021484375
0000_103.png,0,0000.png,103,0.0
0000_104.png,0,0000.png,104,0.0
0000_105.png,1,0000.png,105,4.89349365234375
0000_106.png,0,0000.png,106,0.0
0000_107.png,1,0000.png,107,6.36444091796875
0000_108.png,0,0000.png,108,0.0
0000_109.png,0,0000.png,109,0.0
0000_110.png,0,0000.png,110,0.0
0000_111.png,0,0000.png,111,0.0
0000_112.png,0,0000.png,112,0.0
0000_113.png,0,0000.png,113,0.0
0000_114.png,0,0000.png,114,0.0
0000_115.png,0,0000.png,115,0.0
0000_116.png,0,0000.png,116,0.0
0000_117.png,0,0000.png,117,0.0
0000_118.png,0,0000.png,118,0.0
0000_119.png,0,0000.png,119,0.0
0000_120.png,0,0000.png,120,0.0
0001_0.png,0,0001.png,0,0.0
0001_1.png,0,0001.png,1,0.0
0001_2.png,0,0001.png,2,0.0
0001_3.png,0,0001.png,3,0.0
0001_4.png,0,0001.png,4,0.0
0001_5.png,0,0001.png,5,0.0
0001_6.png,0,0001.png,6,0.0
0001_7.png,0,0001.png,7,0.0
0001_8.png,0,0001.png,8,0.0
0001_9.png,0,0001.png,9,0.0
0001_10.png,0,0001.png,10,0.0
0001_11.png,0,0001.png,11,0.0
0001_12.png,0,0001.png,12,0.0
0001_13.png,0,0001.png,13,0.0
0001_14.png,0,0001.png,14,0.0
0001_15.png,0,0001.png,15,0.0
0001_16.png,0,0001.png,16,0.0
0001_17.png,0,0001.png,17,0.0
0001_18.png,1,0001.png,18,0.16937255859375
0001_19.png,0,0001.png,19,0.0
0001_20.png,1,0001.png,20,0.4150390625
0001_21.png,0,0001.png,21,0.0
0001_22.png,0,0001.png,22,0.0
0001_23.png,1,0001.png,23,0.3387451171875
0001_24.png,0,0001.png,24,0.0
0001_25.png,1,0001.png,25,0.115966796875
0001_26.png,0,0001.png,26,0.0
0001_27.png,1,0001.png,27,0.27923583984375
0001_28.png,0,0001.png,28,0.0
0001_29.png,0,0001.png,29,0.0
0001_30.png,0,0001.png,30,0.0
0001_31.png,1,0001.png,31,0.0457763671875
0001_32.png,0,0001.png,32,0.0
0001_33.png,0,0001.png,33,0.0
0001_34.png,0,0001.png,34,0.0
0001_35.png,0,0001.png,35,0.0
0001_36.png,0,0001.png,36,0.0
0001_37.png,0,0001.png,37,0.0
0001_38.png,0,0001.png,38,0.0
0001_39.png,0,0001.png,39,0.0
0001_40.png,0,0001.png,40,0.0
0001_41.png,0,0001.png,41,0.0
0001_42.png,0,0001.png,42,0.0
0001_43.png,0,0001.png,43,0.0
0001_44.png,0,0001.png,44,0.0
0001_45.png,0,0001.png,45,0.0
0001_46.png,0,0001.png,46,0.0
0001_47.png,0,0001.png,47,0.0
0001_48.png,0,0001.png,48,0.0
0001_49.png,0,0001.png,49,0.0
0001_50.png,0,0001.png,50,0.0
0001_51.png,0,0001.png,51,0.0
0001_52.png,0,0001.png,52,0.0
0001_53.png,0,0001.png,53,0.0
0001_54.png,0,0001.png,54,0.0
0001_55.png,0,0001.png,55,0.0
0001_56.png,0,0001.png,56,0.0
0001_57.png,0,0001.png,57,0.0
0001_58.png,0,0001.png,58,0.0
0001_59.png,0,0001.png,59,0.0
0001_60.png,0,0001.png,60,0.0
0001_61.png,0,0001.png,61,0.0
0001_62.png,0,0001.png,62,0.0
0001_63.png,0,0001.png,63,0.0
0001_64.png,0,0001.png,64,0.0
0001_65.png,0,0001.png,65,0.0
0001_66.png,0,0001.png,66,0.0
0001_67.png,0,0001.png,67,0.0
0001_68.png,0,0001.png,68,0.0
0001_69.png,0,0001.png,69,0.0
0001_70.png,0,0001.png,70,0.0
0001_71.png,0,0001.png,71,0.0
0001_72.png,0,0001.png,72,0.0
0001_73.png,0,0001.png,73,0.0
0001_74.png,0,0001.png,74,0.0
0001_75.png,0,0001.png,75,0.0
0001_76.png,0,0001.png,76,0.0
0001_77.png,0,0001.png,77,0.0
0001_78.png,0,0001.png,78,0.0
0001_79.png,0,0001.png,79,0.0
0001_80.png,0,0001.png,80,0.0
0001_81.png,0,0001.png,81,0.0
0001_82.png,0,0001.png,82,0.0
0001_83.png,0,0001.png,83,0.0
0001_84.png,0,0001.png,84,0.0
0001_85.png,0,0001.png,85,0.0
0001_86.png,0,0001.png,86,0.0
0001_87.png,0,0001.png,87,0.0
0001_88.png,0,0001.png,88,0.0
0001_89.png,0,0001.png,89,0.0
0001_90.png,0,0001.png,90,0.0
0001_91.png,0,0001.png,91,0.0
0001_92.png,0,0001.png,92,0.0
0001_93.png,0,0001.png,93,0.0
0001_94.png,0,0001.png,94,0.0
0001_95.png,0,0001.png,95,0.0
0001_96.png,0,0001.png,96,0.0
0001_97.png,0,0001.png,97,0.0
0001_98.png,0,0001.png,98,0.0
0001_99.png,0,0001.png,99,0.0
0001_100.png,0,0001.png,100,0.0
0001_101.png,0,0001.png,101,0.0
0001_102.png,0,0001.png,102,0.0
0001_103.png,0,0001.png,103,0.0
0001_104.png,0,0001.png,104,0.0
0001_105.png,0,0001.png,105,0.0
0001_106.png,0,0001.png,106,0.0
0001_107.png,0,0001.png,107,0.0
0001_108.png,0,0001.png,108,0.0
0001_109.png,0,0001.png,109,0.0
0001_110.png,0,0001.png,110,0.0
0001_111.png,0,0001.png,111,0.0
0001_112.png,0,0001.png,112,0.0
0001_113.png,0,0001.png,113,0.0
0001_114.png,0,0001.png,114,0.0
0001_115.png,0,0001.png,115,0.0
0001_116.png,0,0001.png,116,0.0
0001_117.png,0,0001.png,117,0.0
0001_118.png,0,0001.png,118,0.0
0001_119.png,0,0001.png,119,0.0
0001_120.png,0,0001.png,120,0.0
0002_0.png,0,0002.png,0,0.0
0002_1.png,0,0002.png,1,0.0
0002_2.png,0,0002.png,2,0.0
0002_3.png,0,0002.png,3,0.0
0002_4.png,0,0002.png,4,0.0
0002_5.png,0,0002.png,5,0.0
0002_6.png,0,0002.png,6,0.0
0002_7.png,0,0002.png,7,0.0
0002_8.png,0,0002.png,8,0.0
0002_9.png,0,0002.png,9,0.0
0002_10.png,0,0002.png,10,0.0
0002_11.png,0,0002.png,11,0.0
0002_12.png,0,0002.png,12,0.0
0002_13.png,0,0002.png,13,0.0
0002_14.png,0,0002.png,14,0.0
0002_15.png,0,0002.png,15,0.0
0002_16.png,0,0002.png,16,0.0
0002_17.png,0,0002.png,17,0.0
0002_18.png,1,0002.png,18,0.091552734375
0002_19.png,0,0002.png,19,0.0
0002_20.png,0,0002.png,20,0.0
0002_21.png,0,0002.png,21,0.0
0002_22.png,1,0002.png,22,2.7862548828125
0002_23.png,1,0002.png,23,7.8765869140625
0002_24.png,1,0002.png,24,0.7843017578125
0002_25.png,1,0002.png,25,8.23974609375
0002_26.png,1,0002.png,26,0.5462646484375
0002_27.png,1,0002.png,27,6.500244140625
0002_28.png,0,0002.png,28,0.0
0002_29.png,1,0002.png,29,9.19189453125
0002_30.png,1,0002.png,30,3.69873046875
0002_31.png,1,0002.png,31,6.65283203125
0002_32.png,0,0002.png,32,0.0
0002_33.png,1,0002.png,33,5.584716796875
0002_34.png,1,0002.png,34,12.1124267578125
0002_35.png,1,0002.png,35,2.789306640625
0002_36.png,1,0002.png,36,8.7371826171875
0002_37.png,1,0002.png,37,7.7117919921875
0002_38.png,1,0002.png,38,13.4521484375
0002_39.png,1,0002.png,39,4.4952392578125
0002_40.png,1,0002.png,40,8.0535888671875
0002_41.png,1,0002.png,41,11.3494873046875
0002_42.png,1,0002.png,42,12.188720703125
0002_43.png,1,0002.png,43,6.14013671875
0002_44.png,1,0002.png,44,2.984619140625
0002_45.png,1,0002.png,45,10.5926513671875
0002_46.png,1,0002.png,46,7.159423828125
0002_47.png,1,0002.png,47,10.076904296875
0002_48.png,1,0002.png,48,16.5863037109375
0002_49.png,1,0002.png,49,9.87548828125
0002_50.png,1,0002.png,50,9.9700927734375
0002_51.png,1,0002.png,51,13.76953125
0002_52.png,1,0002.png,52,21.3623046875
0002_53.png,1,0002.png,53,17.66357421875
0002_54.png,1,0002.png,54,7.9437255859375
0002_55.png,1,0002.png,55,10.90087890625
0002_56.png,1,0002.png,56,4.50439453125
0002_57.png,0,0002.png,57,0.0
0002_58.png,1,0002.png,58,9.9273681640625
0002_59.png,1,0002.png,59,10.3729248046875
0002_60.png,1,0002.png,60,6.8756103515625
0002_61.png,1,0002.png,61,13.385009765625
0002_62.png,1,0002.png,62,12.744140625
0002_63.png,1,0002.png,63,8.245849609375
0002_64.png,1,0002.png,64,12.3992919921875
0002_65.png,1,0002.png,65,2.83203125
0002_66.png,1,0002.png,66,4.656982421875
0002_67.png,0,0002.png,67,0.0
0002_68.png,0,0002.png,68,0.0
0002_69.png,1,0002.png,69,7.6385498046875
0002_70.png,1,0002.png,70,3.3721923828125
0002_71.png,1,0002.png,71,3.265380859375
0002_72.png,1,0002.png,72,12.1612548828125
0002_73.png,1,0002.png,73,11.5142822265625
0002_74.png,1,0002.png,74,13.653564453125
0002_75.png,1,0002.png,75,1.5380859375
0002_76.png,0,0002.png,76,0.0
0002_77.png,0,0002.png,77,0.0
0002_78.png,0,0002.png,78,0.0
0002_79.png,0,0002.png,79,0.0
0002_80.png,1,0002.png,80,4.168701171875
0002_81.png,1,0002.png,81,0.0244140625
0002_82.png,1,0002.png,82,0.6744384765625
0002_83.png,1,0002.png,83,0.1251220703125
0002_84.png,1,0002.png,84,5.55419921875
0002_85.png,1,0002.png,85,4.2572021484375
0002_86.png,1,0002.png,86,0.2471923828125
0002_87.png,0,0002.png,87,0.0
0002_88.png,0,0002.png,88,0.0
0002_89.png,0,0002.png,89,0.0
0002_90.png,0,0002.png,90,0.0
0002_91.png,0,0002.png,91,0.0
0002_92.png,0,0002.png,92,0.0
0002_93.png,0,0002.png,93,0.0
0002_94.png,0,0002.png,94,0.0
0002_95.png,0,0002.png,95,0.0
0002_96.png,0,0002.png,96,0.0
0002_97.png,0,0002.png,97,0.0
0002_98.png,0,0002.png,98,0.0
0002_99.png,0,0002.png,99,0.0
0002_100.png,0,0002.png,100,0.0
0002_101.png,0,0002.png,101,0.0
0002_102.png,0,0002.png,102,0.0
0002_103.png,0,0002.png,103,0.0
0002_104.png,0,0002.png,104,0.0
0002_105.png,0,0002.png,105,0.0
0002_106.png,0,0002.png,106,0.0
0002_107.png,0,0002.png,107,0.0
0002_108.png,0,0002.png,108,0.0
0002_109.png,0,0002.png,109,0.0
0002_110.png,0,0002.png,110,0.0
0002_111.png,0,0002.png,111,0.0
0002_112.png,0,0002.png,112,0.0
0002_113.png,0,0002.png,113,0.0
0002_114.png,0,0002.png,114,0.0
0002_115.png,0,0002.png,115,0.0
0002_116.png,0,0002.png,116,0.0
0002_117.png,0,0002.png,117,0.0
0002_118.png,0,0002.png,118,0.0
0002_119.png,0,0002.png,119,0.0
0002_120.png,0,0002.png,120,0.0
0003_0.png,0,0003.png,0,0.0
0003_1.png,0,0003.png,1,0.0
0003_2.png,0,0003.png,2,0.0
0003_3.png,0,0003.png,3,0.0
0003_4.png,0,0003.png,4,0.0
0003_5.png,0,0003.png,5,0.0
0003_6.png,0,0003.png,6,0.0
0003_7.png,0,0003.png,7,0.0
0003_8.png,0,0003.png,8,0.0
0003_9.png,0,0003.png,9,0.0
0003_10.png,0,0003.png,10,0.0
0003_11.png,0,0003.png,11,0.0
0003_12.png,1,0003.png,12,0.3173828125
0003_13.png,0,0003.png,13,0.0
0003_14.png,1,0003.png,14,0.67138671875
0003_15.png,0,0003.png,15,0.0
0003_16.png,1,0003.png,16,0.604248046875
0003_17.png,0,0003.png,17,0.0
0003_18.png,1,0003.png,18,0.579833984375
0003_19.png,0,0003.png,19,0.0
0003_20.png,1,0003.png,20,0.74462890625
0003_21.png,0,0003.png,21,0.0
0003_22.png,0,0003.png,22,0.0
0003_23.png,1,0003.png,23,0.531005859375
0003_24.png,0,0003.png,24,0.0
0003_25.png,1,0003.png,25,1.837158203125
0003_26.png,0,0003.png,26,0.0
0003_27.png,1,0003.png,27,1.373291015625
0003_28.png,0,0003.png,28,0.0
0003_29.png,1,0003.png,29,1.2451171875
0003_30.png,0,0003.png,30,0.0
0003_31.png,1,0003.png,31,1.171875
0003_32.png,0,0003.png,32,0.0
0003_33.png,0,0003.png,33,0.0
0003_34.png,0,0003.png,34,0.0
0003_35.png,0,0003.png,35,0.0
0003_36.png,0,0003.png,36,0.0
0003_37.png,0,0003.png,37,0.0
0003_38.png,0,0003.png,38,0.0
0003_39.png,0,0003.png,39,0.0
0003_40.png,0,0003.png,40,0.0
0003_41.png,0,0003.png,41,0.0
0003_42.png,0,0003.png,42,0.0
0003_43.png,0,0003.png,43,0.0
0003_44.png,0,0003.png,44,0.0
0003_45.png,0,0003.png,45,0.0
0003_46.png,0,0003.png,46,0.0
0003_47.png,0,0003.png,47,0.0
0003_48.png,0,0003.png,48,0.0
0003_49.png,0,0003.png,49,0.0
0003_50.png,0,0003.png,50,0.0
0003_51.png,0,0003.png,51,0.0
0003_52.png,0,0003.png,52,0.0
0003_53.png,0,0003.png,53,0.0
0003_54.png,0,0003.png,54,0.0
0003_55.png,0,0003.png,55,0.0
0003_56.png,0,0003.png,56,0.0
0003_57.png,0,0003.png,57,0.0
0003_58.png,0,0003.png,58,0.0
0003_59.png,0,0003.png,59,0.0
0003_60.png,0,0003.png,60,0.0
0003_61.png,0,0003.png,61,0.0
0003_62.png,0,0003.png,62,0.0
0003_63.png,0,0003.png,63,0.0
0003_64.png,0,0003.png,64,0.0
0003_65.png,0,0003.png,65,0.0
0003_66.png,0,0003.png,66,0.0
0003_67.png,0,0003.png,67,0.0
0003_68.png,0,0003.png,68,0.0
0003_69.png,0,0003.png,69,0.0
0003_70.png,0,0003.png,70,0.0
0003_71.png,0,0003.png,71,0.0
0003_72.png,0,0003.png,72,0.0
0003_73.png,0,0003.png,73,0.0
0003_74.png,0,0003.png,74,0.0
0003_75.png,0,0003.png,75,0.0
0003_76.png,0,0003.png,76,0.0
0003_77.png,0,0003.png,77,0.0
0003_78.png,0,0003.png,78,0.0
0003_79.png,0,0003.png,79,0.0
0003_80.png,0,0003.png,80,0.0
0003_81.png,0,0003.png,81,0.0
0003_82.png,0,0003.png,82,0.0
0003_83.png,0,0003.png,83,0.0
0003_84.png,0,0003.png,84,0.0
0003_85.png,0,0003.png,85,0.0
0003_86.png,0,0003.png,86,0.0
0003_87.png,0,0003.png,87,0.0
0003_88.png,0,0003.png,88,0.0
0003_89.png,0,0003.png,89,0.0
0003_90.png,0,0003.png,90,0.0
0003_91.png,0,0003.png,91,0.0
0003_92.png,0,0003.png,92,0.0
0003_93.png,0,0003.png,93,0.0
0003_94.png,0,0003.png,94,0.0
0003_95.png,0,0003.png,95,0.0
0003_96.png,0,0003.png,96,0.0
0003_97.png,0,0003.png,97,0.0
0003_98.png,0,0003.png,98,0.0
0003_99.png,0,0003.png,99,0.0
0003_100.png,0,0003.png,100,0.0
0003_101.png,0,0003.png,101,0.0
0003_102.png,0,0003.png,102,0.0
0003_103.png,0,0003.png,103,0.0
0003_104.png,0,0003.png,104,0.0
0003_105.png,0,0003.png,105,0.0
0003_106.png,0,0003.png,106,0.0
0003_107.png,0,0003.png,107,0.0
0003_108.png,0,0003.png,108,0.0
0003_109.png,0,0003.png,109,0.0
0003_110.png,0,0003.png,110,0.0
0003_111.png,0,0003.png,111,0.0
0003_112.png,0,0003.png,112,0.0
0003_113.png,0,0003.png,113,0.0
0003_114.png,0,0003.png,114,0.0
0003_115.png,0,0003.png,115,0.0
0003_116.png,0,0003.png,116,0.0
0003_117.png,0,0003.png,117,0.0
0003_118.png,0,0003.png,118,0.0
0003_119.png,0,0003.png,119,0.0
0003_120.png,0,0003.png,120,0.0
0004_0.png,0,0004.png,0,0.0
0004_1.png,0,0004.png,1,0.0
0004_2.png,0,0004.png,2,0.0
0004_3.png,0,0004.png,3,0.0
0004_4.png,0,0004.png,4,0.0
0004_5.png,0,0004.png,5,0.0
0004_6.png,0,0004.png,6,0.0
0004_7.png,0,0004.png,7,0.0
0004_8.png,0,0004.png,8,0.0
0004_9.png,0,0004.png,9,0.0
0004_10.png,0,0004.png,10,0.0
0004_11.png,0,0004.png,11,0.0
0004_12.png,0,0004.png,12,0.0
0004_13.png,0,0004.png,13,0.0
0004_14.png,0,0004.png,14,0.0
0004_15.png,0,0004.png,15,0.0
0004_16.png,1,0004.png,16,0.0244140625
0004_17.png,0,0004.png,17,0.0
0004_18.png,1,0004.png,18,0.0213623046875
0004_19.png,0,0004.png,19,0.0
0004_20.png,0,0004.png,20,0.0
0004_21.png,0,0004.png,21,0.0
0004_22.png,1,0004.png,22,3.07769775390625
0004_23.png,1,0004.png,23,5.19561767578125
0004_24.png,1,0004.png,24,0.40283203125
0004_25.png,1,0004.png,25,4.681396484375
0004_26.png,1,0004.png,26,2.7496337890625
0004_27.png,1,0004.png,27,5.4779052734375
0004_28.png,1,0004.png,28,1.177978515625
0004_29.png,1,0004.png,29,5.4229736328125
0004_30.png,1,0004.png,30,1.64947509765625
0004_31.png,1,0004.png,31,3.66058349609375
0004_32.png,1,0004.png,32,0.45928955078125
0004_33.png,1,0004.png,33,2.05078125
0004_34.png,1,0004.png,34,4.71038818359375
0004_35.png,1,0004.png,35,4.38079833984375
0004_36.png,1,0004.png,36,7.12432861328125
0004_37.png,1,0004.png,37,2.618408203125
0004_38.png,1,0004.png,38,5.126953125
0004_39.png,1,0004.png,39,2.1240234375
0004_40.png,1,0004.png,40,6.73065185546875
0004_41.png,1,0004.png,41,2.0751953125
0004_42.png,1,0004.png,42,2.9937744140625
0004_43.png,1,0004.png,43,0.6622314453125
0004_44.png,1,0004.png,44,3.88946533203125
0004_45.png,1,0004.png,45,7.26165771484375
0004_46.png,1,0004.png,46,4.58984375
0004_47.png,1,0004.png,47,9.74273681640625
0004_48.png,1,0004.png,48,2.39105224609375
0004_49.png,1,0004.png,49,2.4200439453125
0004_50.png,1,0004.png,50,5.2337646484375
0004_51.png,1,0004.png,51,5.15594482421875
0004_52.png,1,0004.png,52,7.4920654296875
0004_53.png,1,0004.png,53,2.91290283203125
0004_54.png,1,0004.png,54,0.49591064453125
0004_55.png,1,0004.png,55,0.18463134765625
0004_56.png,1,0004.png,56,6.09283447265625
0004_57.png,1,0004.png,57,2.63519287109375
0004_58.png,1,0004.png,58,6.7901611328125
0004_59.png,1,0004.png,59,1.4617919921875
0004_60.png,1,0004.png,60,4.7454833984375
0004_61.png,1,0004.png,61,1.1322021484375
0004_62.png,1,0004.png,62,7.01751708984375
0004_63.png,1,0004.png,63,7.55462646484375
0004_64.png,1,0004.png,64,5.43670654296875
0004_65.png,0,0004.png,65,0.0
0004_66.png,1,0004.png,66,0.00152587890625
0004_67.png,1,0004.png,67,4.754638671875
0004_68.png,0,0004.png,68,0.0
0004_69.png,1,0004.png,69,5.8746337890625
0004_70.png,1,0004.png,70,0.32806396484375
0004_71.png,1,0004.png,71,3.3538818359375
0004_72.png,1,0004.png,72,0.23193359375
0004_73.png,1,0004.png,73,2.8594970703125
0004_74.png,1,0004.png,74,1.2298583984375
0004_75.png,1,0004.png,75,0.51116943359375
0004_76.png,0,0004.png,76,0.0
0004_77.png,0,0004.png,77,0.0
0004_78.png,1,0004.png,78,0.00152587890625
0004_79.png,0,0004.png,79,0.0
0004_80.png,1,0004.png,80,3.15093994140625
0004_81.png,0,0004.png,81,0.0
0004_82.png,0,0004.png,82,0.0
0004_83.png,0,0004.png,83,0.0
0004_84.png,0,0004.png,84,0.0
0004_85.png,0,0004.png,85,0.0
0004_86.png,0,0004.png,86,0.0
0004_87.png,0,0004.png,87,0.0
0004_88.png,0,0004.png,88,0.0
0004_89.png,0,0004.png,89,0.0
0004_90.png,0,0004.png,90,0.0
0004_91.png,0,0004.png,91,0.0
0004_92.png,0,0004.png,92,0.0
0004_93.png,0,0004.png,93,0.0
0004_94.png,0,0004.png,94,0.0
0004_95.png,1,0004.png,95,0.00152587890625
0004_96.png,0,0004.png,96,0.0
0004_97.png,0,0004.png,97,0.0
0004_98.png,0,0004.png,98,0.0
0004_99.png,0,0004.png,99,0.0
0004_100.png,0,0004.png,100,0.0
0004_101.png,0,0004.png,101,0.0
0004_102.png,0,0004.png,102,0.0
0004_103.png,0,0004.png,103,0.0
0004_104.png,0,0004.png,104,0.0
0004_105.png,0,0004.png,105,0.0
0004_106.png,0,0004.png,106,0.0
0004_107.png,0,0004.png,107,0.0
0004_108.png,0,0004.png,108,0.0
0004_109.png,0,0004.png,109,0.0
0004_110.png,0,0004.png,110,0.0
0004_111.png,0,0004.png,111,0.0
0004_112.png,0,0004.png,112,0.0
0004_113.png,0,0004.png,113,0.0
0004_114.png,0,0004.png,114,0.0
0004_115.png,0,0004.png,115,0.0
0004_116.png,0,0004.png,116,0.0
0004_117.png,0,0004.png,117,0.0
0004_118.png,0,0004.png,118,0.0
0004_119.png,0,0004.png,119,0.0
0004_120.png,0,0004.png,120,0.0
0005_0.png,0,0005.png,0,0.0
0005_1.png,0,0005.png,1,0.0
0005_2.png,0,0005.png,2,0.0
0005_3.png,0,0005.png,3,0.0
0005_4.png,0,0005.png,4,0.0
0005_5.png,0,0005.png,5,0.0
0005_6.png,0,0005.png,6,0.0
0005_7.png,0,0005.png,7,0.0
0005_8.png,0,0005.png,8,0.0
0005_9.png,0,0005.png,9,0.0
0005_10.png,0,0005.png,10,0.0
0005_11.png,0,0005.png,11,0.0
0005_12.png,0,0005.png,12,0.0
0005_13.png,0,0005.png,13,0.0
0005_14.png,0,0005.png,14,0.0
0005_15.png,0,0005.png,15,0.0
0005_16.png,0,0005.png,16,0.0
0005_17.png,0,0005.png,17,0.0
0005_18.png,0,0005.png,18,0.0
0005_19.png,0,0005.png,19,0.0
0005_20.png,0,0005.png,20,0.0
0005_21.png,0,0005.png,21,0.0
0005_22.png,0,0005.png,22,0.0
0005_23.png,1,0005.png,23,0.50506591796875
0005_24.png,0,0005.png,24,0.0
0005_25.png,1,0005.png,25,0.95977783203125
0005_26.png,0,0005.png,26,0.0
0005_27.png,1,0005.png,27,0.70648193359375
0005_28.png,0,0005.png,28,0.0
0005_29.png,1,0005.png,29,0.76904296875
0005_30.png,0,0005.png,30,0.0
0005_31.png,1,0005.png,31,0.7568359375
0005_32.png,0,0005.png,32,0.0
0005_33.png,0,0005.png,33,0.0
0005_34.png,0,0005.png,34,0.0
0005_35.png,0,0005.png,35,0.0
0005_36.png,0,0005.png,36,0.0
0005_37.png,0,0005.png,37,0.0
0005_38.png,0,0005.png,38,0.0
0005_39.png,0,0005.png,39,0.0
0005_40.png,0,0005.png,40,0.0
0005_41.png,0,0005.png,41,0.0
0005_42.png,0,0005.png,42,0.0
0005_43.png,0,0005.png,43,0.0
0005_44.png,0,0005.png,44,0.0
0005_45.png,0,0005.png,45,0.0
0005_46.png,0,0005.png,46,0.0
0005_47.png,0,0005.png,47,0.0
0005_48.png,0,0005.png,48,0.0
0005_49.png,0,0005.png,49,0.0
0005_50.png,0,0005.png,50,0.0
0005_51.png,0,0005.png,51,0.0
0005_52.png,0,0005.png,52,0.0
0005_53.png,0,0005.png,53,0.0
